"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2021284,"May 30, 2021",Pennsylvania,Philadelphia,"2800 block of N Water St",0,1,N/A
2019919,"May 30, 2021",Pennsylvania,Philadelphia,"2600 block of Napa St",0,2,N/A
2021279,"May 30, 2021",Pennsylvania,"East Petersburg","2000 block of Lawnwood Ct",0,1,N/A
2020456,"May 30, 2021",Colorado,Denver,"1300 block of W Alameda Ave",1,0,N/A
2019857,"May 30, 2021",Arizona,Tucson,"4000 block of N Pocito Place",0,0,N/A
2020710,"May 30, 2021",Louisiana,"New Orleans","Downman Rd and Old Gentilly Rd",0,1,N/A
2019571,"May 29, 2021",Ohio,Cincinnati,"W Liberty St and Dewey Ave",0,1,N/A
2019615,"May 29, 2021",Utah,"American Fork","500 E and 300 N",0,0,N/A
2019551,"May 29, 2021",Missouri,"Kansas City","E 27th St and Jackson Ave",0,1,N/A
2019534,"May 29, 2021",Kansas,Topeka,"1800 block of NE Burgess Ct",1,0,N/A
2018972,"May 29, 2021","New York",Brooklyn,"1971 Pacific St",0,1,N/A
2019464,"May 29, 2021","New York",Rochester,"154 Salina St",0,3,N/A
2019523,"May 29, 2021",Maryland,Bowie,"3209 Stonybrook Dr",0,1,N/A
2019505,"May 29, 2021",Colorado,Denver,"1700 block of Champa St",0,2,N/A
2019991,"May 29, 2021",Louisiana,"New Orleans","1700 block of Franklin Ave",1,0,N/A
2020074,"May 29, 2021",Louisiana,"New Orleans","Thalia St and S Robertson St",1,0,N/A
2020359,"May 29, 2021",Oklahoma,Tahlequah,"9800 OK-10",0,1,N/A
2019500,"May 29, 2021",Colorado,Littleton,"7700 block of W Glassglow Pl",0,1,N/A
2021169,"May 29, 2021",Louisiana,Crowley,"200 Westwood Dr",0,2,N/A
2019487,"May 29, 2021",Maryland,Baltimore,"800 block of Stirling St",1,0,N/A
2019258,"May 29, 2021",Indiana,Indianapolis,"6400 block of Kentstone Dr",0,4,N/A
2020331,"May 29, 2021",Ohio,Columbus,"3600 block of Emery Club Way",0,1,N/A
2019604,"May 29, 2021","New Mexico",Albuquerque,"200 block of 63rd St NW",1,2,N/A
2019479,"May 29, 2021",Mississippi,Senatobia,"Cox St and Scott St",1,0,N/A
2019455,"May 29, 2021",Pennsylvania,Pittsburgh,"1000 Ross Park Mall Dr",0,0,N/A
2019155,"May 29, 2021",Texas,"San Antonio","3300 block of Fallen Leaf Ln",2,2,N/A
2020304,"May 29, 2021","North Carolina",Thomasville,"Post Rd",0,1,N/A
2019460,"May 29, 2021",Pennsylvania,Philadelphia,"7000 block of Frankford Ave",0,2,N/A
2019315,"May 29, 2021","North Carolina",Reidsville,"300 block of North West Market St",0,1,N/A
2019608,"May 29, 2021","New Mexico","Santa Fe","3695 Cerrillos Rd",0,1,N/A
2021118,"May 29, 2021","New York",Poughkeepsie,"Blvd Knolls",0,0,N/A
2020281,"May 29, 2021","North Carolina",Charlotte,"3300 block of Biscayne Dr",1,0,N/A
2021105,"May 29, 2021","New York",Watervliet,"9th Ave and 19th St",0,1,N/A
2019371,"May 29, 2021",Virginia,Hampton,"99 Tide Mill Ln",1,0,N/A
2020276,"May 29, 2021","New Jersey",Paterson,"160 W Broadway",1,0,N/A
2020274,"May 29, 2021","New Jersey",Deptford,"Hurffville Rd and Pasadena Ave",0,0,N/A
2020271,"May 29, 2021","North Carolina","Forest City","Dogwood Ln",1,0,N/A
2020217,"May 29, 2021",Illinois,Decatur,"W Garfield Ave and N Monroe St",0,0,N/A
2019413,"May 29, 2021",Tennessee,Memphis,"1400 block of Getwell Rd",0,3,N/A
2020263,"May 29, 2021","South Carolina",Greenville,"115 Valentine St",0,2,N/A
2019408,"May 29, 2021",Tennessee,Memphis,"Uptown St and Mill Ave",0,2,N/A
2020262,"May 29, 2021","South Carolina",Belton,"Griffin Rd",0,0,N/A
2020261,"May 29, 2021","South Carolina",Greenville,"Laurens Rd",0,0,N/A
2020258,"May 29, 2021","South Carolina",Anderson,"Trotter Rd",1,0,N/A
2019393,"May 29, 2021","West Virginia","Charleston (Cross Lanes)","Queens Ct",0,1,N/A
2019375,"May 29, 2021",Michigan,Saginaw,"255 S Outer Dr",1,0,N/A
2019353,"May 29, 2021",California,Sacramento,"19th St and I St",0,1,N/A
2019042,"May 29, 2021",Georgia,Darien,"1263 Blount Crossing Rd SE",2,1,N/A
2019331,"May 29, 2021",Oklahoma,Tulsa,"E 21st St and S 99th E Ave",0,1,N/A
2019958,"May 29, 2021",Tennessee,Chattanooga,"1700 block of S Lyerly St",0,1,N/A
2019209,"May 29, 2021",Ohio,Cleveland,"9900 block of Marietta Ave",0,1,N/A
2019293,"May 29, 2021",Michigan,Detroit,"14200 block of Kilbourne Ave",0,1,N/A
2019291,"May 29, 2021",Tennessee,Memphis,"S Perkins Rd and Showcase Blvd",1,0,N/A
2021881,"May 29, 2021",Texas,Longview,N/A,0,0,N/A
2019285,"May 29, 2021",California,Sacramento,"900 block of K St",0,1,N/A
2018889,"May 29, 2021",Florida,"Saint Augustine","66 Hypolita St",1,0,N/A
2019277,"May 29, 2021",California,Roseville,"100 block of Pacific St",0,1,N/A
2019379,"May 29, 2021",Illinois,Rockford,"2200 block of Fremont St",0,1,N/A
2020174,"May 29, 2021",Arkansas,Jonesboro,"Turfway Dr and Bridlewood Dr",1,0,N/A
2019319,"May 29, 2021",Tennessee,Chattanooga,"5709 Lee Hwy",1,1,N/A
2021027,"May 29, 2021",Virginia,Sterling,"156 Enterprise St",0,0,N/A
2019268,"May 29, 2021",California,Placentia,"800 block of N Rose Dr",1,0,N/A
2019373,"May 29, 2021",Texas,Houston,"3101 Sage Rd",1,0,N/A
2019295,"May 29, 2021",Texas,Houston,"6100 block of Grosbeak Dr",1,0,N/A
2020147,"May 29, 2021","South Carolina","Saint Helena Island","Keystone Dr",1,0,N/A
2019019,"May 29, 2021",Texas,Houston,"S Loop Fwy and S Main St",1,1,N/A
2019229,"May 29, 2021",Wisconsin,Milwaukee,"1500 block of W Rogers St",0,1,N/A
2019214,"May 29, 2021",Texas,Houston,"3816 S Shepherd Dr",0,1,N/A
2019251,"May 29, 2021",California,Fresno,"McKinley Ave and 6th St",0,1,N/A
2019746,"May 29, 2021",Texas,Houston,"Lockwood Dr and Weaver Rd",0,1,N/A
2021816,"May 29, 2021",Texas,Houston,"700 Dunham Rd",0,1,N/A
2020118,"May 29, 2021",Georgia,Marietta,"3669 Powers Ferry Rd",0,1,N/A
2019243,"May 29, 2021","North Carolina",Raleigh,"3514 Capital Blvd",0,1,N/A
2019241,"May 29, 2021",Wisconsin,Milwaukee,"6000 block of N 62nd St",0,1,N/A
2019239,"May 29, 2021",Wisconsin,Milwaukee,"7000 block of W Appleton Ave",0,1,N/A
2019220,"May 29, 2021","North Carolina","Winston Salem (Winston-salem)","1100 block of W Academy St",0,1,N/A
2020112,"May 29, 2021",Georgia,Atlanta,"300 block of Luckie St",0,2,N/A
2019948,"May 29, 2021",Tennessee,Chattanooga,"3400 block of Plumwood Rd",0,1,N/A
2019192,"May 29, 2021",Massachusetts,Springfield,"Lionel Benoit Rd",1,0,N/A
2020089,"May 29, 2021",Wisconsin,Milwaukee,"N 18th St and W Chambers St",0,1,N/A
2019188,"May 29, 2021",Louisiana,"New Orleans","Hayne Blvd and Weaver Ave",0,2,N/A
2019126,"May 29, 2021","North Carolina",Asheville,"777 Haywood Rd",1,2,N/A
2019768,"May 29, 2021",Illinois,Chicago,"1000 block of W 14th St",0,1,N/A
2019177,"May 29, 2021",Alabama,Mobile,"Quigley St",0,1,N/A
2019800,"May 29, 2021",Illinois,Chicago,"11800 block of S Prairie Ave",0,1,N/A
2019588,"May 29, 2021",Louisiana,"New Orleans","Pleasure St and Piety St",0,1,N/A
2018837,"May 29, 2021",Illinois,Chicago,"7100 block of S Dobson Ave",0,1,N/A
2020077,"May 29, 2021",Louisiana,"New Orleans","600 block of N Rocheblave St",0,1,N/A
2019164,"May 29, 2021",Louisiana,"La Place (Laplace)","100 block of Belle Terre Blvd",0,2,N/A
2019149,"May 29, 2021",Texas,"San Antonio","800 block of Basse Rd",0,1,N/A
2019512,"May 29, 2021","District of Columbia",Washington,"600 block of Mellon St SE",1,0,N/A
2020871,"May 29, 2021",California,Stockton,"E Hammer Lane",0,1,N/A
2019377,"May 29, 2021",Michigan,"Grand Rapids","1100 block of Prince St SE",1,0,N/A
2020869,"May 29, 2021",California,Stockton,"Country Club Blvd",0,1,N/A
2019764,"May 29, 2021",Illinois,Chicago,"3100 block W Ogden Ave",1,0,N/A
2020022,"May 29, 2021","District of Columbia",Washington,"1700 block of Gales Pl NE",0,1,N/A
2020855,"May 29, 2021",California,Carson,"Central Ave and University Dr",0,1,N/A
2020110,"May 29, 2021",Georgia,Atlanta,"398 NE Parkway Dr",1,0,N/A
2020007,"May 29, 2021",Michigan,"New Baltimore (Chesterfield)","52280 Rutherford Cir",0,1,N/A
2020096,"May 29, 2021",Georgia,Perry,"401 Larry Walker Pkwy",0,1,N/A
2020149,"May 29, 2021","South Carolina",Estill,"900 block of Martin Luther King Jr Blvd N",1,0,N/A
2021647,"May 29, 2021",California,"Red Bluff","1500 block of Johnson St",0,2,N/A
2020834,"May 29, 2021","South Carolina",Denmark,"Frederick St",1,0,N/A
2019078,"May 29, 2021",California,"Los Angeles","Grande Vista Ave and Olympic Blvd",1,0,N/A
2019435,"May 29, 2021",Michigan,Detroit,"E Davison St and Mt Elliott St",1,0,N/A
2020223,"May 29, 2021","South Carolina","Myrtle Beach","Ocean Blvd and 27th Ave S",0,0,N/A
2019993,"May 29, 2021",Alabama,Huntsville,"200 block of Binford Dr",1,0,N/A
2019879,"May 29, 2021",California,"Riverside (Jurupa Valley)","4900 block of Rutile St",1,1,N/A
2019980,"May 29, 2021",Tennessee,Memphis,"210 S Pauline St",0,1,N/A
2021548,"May 29, 2021",Michigan,Pontiac,"700 block of Kenilworth Ave",0,3,N/A
2019911,"May 29, 2021",Minnesota,Minneapolis,"3500 block of Clinton Ave S",0,1,N/A
2019135,"May 29, 2021",Texas,"Flower Mound","2777 Skillern Blvd",0,0,N/A
2019620,"May 29, 2021",Utah,"Salt Lake City","2943 E 1700 S",1,0,N/A
2021518,"May 29, 2021",Minnesota,"Saint Paul","N English St and Idaho Ave E",0,1,N/A
2020098,"May 29, 2021",Georgia,Macon,"1560 Longacre Dr",1,0,N/A
2019030,"May 29, 2021",Texas,Dallas,"11661 Dennis Rd",0,1,N/A
2019802,"May 29, 2021",Texas,Dallas,"1300 block of S Barry Ave",1,1,N/A
2019287,"May 29, 2021",Arizona,Phoenix,"2627 N 45th Ave",1,2,N/A
2018841,"May 29, 2021",Minnesota,Minneapolis,"36 S 9th St",1,1,N/A
2019899,"May 29, 2021",Indiana,"Fort Wayne","3320 W Coliseum Blvd",0,0,N/A
2019529,"May 29, 2021",Minnesota,Minneapolis,"2600 block of N Upton Ave",1,0,N/A
2020124,"May 29, 2021",Georgia,"Atlanta (Doraville)","Peachtree Industrial Blvd and Tilly Mill Rd",1,0,N/A
2019876,"May 29, 2021",Florida,Jacksonville,"9300 block of Norfolk Blvd",0,2,N/A
2019874,"May 29, 2021",Florida,Jacksonville,"E 16th St and N Main St",0,1,N/A
2019868,"May 29, 2021",California,Bell,"4200 block of Florence Ave",1,0,N/A
2018867,"May 29, 2021",Florida,"Port Charlotte","3737 El Jobean Rd",0,0,N/A
2019854,"May 29, 2021",Indiana,Indianapolis,"E 38th St and N Keystone Ave",0,1,N/A
2020068,"May 29, 2021",Florida,Clermont,"500 block of E Minnehaha Ave",0,1,N/A
2018995,"May 29, 2021",Florida,Miami,"14940 SW 297th St",0,2,N/A
2019835,"May 29, 2021",Illinois,Chicago,"6700 block of S Aberdeen St",0,1,N/A
2021469,"May 29, 2021",Pennsylvania,Philadelphia,"1300 block of N 53rd St",0,1,N/A
2021464,"May 29, 2021",Pennsylvania,Philadelphia,"Higbee Terr",0,1,N/A
2019827,"May 29, 2021",Illinois,Chicago,"I-94 and 75th St",0,1,N/A
2019808,"May 29, 2021",Illinois,Chicago,"7100 block of S Francisco Ave",0,1,N/A
2019810,"May 29, 2021",Wisconsin,Milwaukee,"N 24th Pl and W McKinley Ave",0,1,N/A
2019806,"May 29, 2021",Illinois,Chicago,"2100 block of S Keeler Ave",0,1,N/A
2019256,"May 29, 2021",Wisconsin,Milwaukee,"W Wisconsin Ave and N 23rd St",0,1,N/A
2019796,"May 29, 2021",Texas,Jacksonville,"Park Dr and Davis Ave",0,2,N/A
2019882,"May 29, 2021",Texas,"San Antonio","Rigsby Ave and S E Loop 410",0,1,N/A
2019773,"May 29, 2021",Illinois,Chicago,"3700 block of W McLean Ave",1,0,N/A
2019782,"May 29, 2021",Illinois,Chicago,"5300 block of W Harrison St",0,1,N/A
2019766,"May 29, 2021",Texas,Katy,"21949 Katy Fwy",0,1,N/A
2021407,"May 29, 2021",Connecticut,Hamden,"1941 Dixwell Ave",0,1,N/A
2018894,"May 29, 2021",Florida,Jacksonville,"5928 Firestone Rd",0,1,N/A
2019125,"May 29, 2021",Texas,Austin,"700 block of Bedford St",0,0,N/A
2019384,"May 29, 2021",Missouri,"Saint Louis","10466 W Florissant Ave",1,3,N/A
2019491,"May 29, 2021",Maryland,Baltimore,"1700 block of Braddish Ave",1,0,N/A
2019744,"May 29, 2021",Maryland,Baltimore,"3400 block of 5th St",1,0,N/A
2020596,"May 29, 2021",Florida,Pensacola,"3810 W Navy Blvd",0,1,N/A
2019493,"May 29, 2021",Maryland,Baltimore,"3200 block of Belair Rd",0,1,N/A
2019495,"May 29, 2021",Maryland,Baltimore,"4800 block of W Belvedere Ave",0,1,N/A
2019733,"May 29, 2021",Minnesota,"Minneapolis (Brooklyn Center)","51st Ave N and Xerxes Ave N",0,1,N/A
2020778,"May 29, 2021",Texas,Midland,"3204 W Wall St",1,0,N/A
2018851,"May 29, 2021",Illinois,Chicago,"3300 block of W 47th St",0,1,N/A
2020443,"May 29, 2021",Missouri,"Lake Ozark","Sweet William Rd",1,0,N/A
2018839,"May 29, 2021",Minnesota,Minneapolis,"1300 block of University Ave SE",0,1,N/A
2019684,"May 29, 2021",Oregon,Portland,"SE 132nd Ave and SE Center St",1,0,N/A
2019652,"May 29, 2021",Oregon,Portland,"1160 N Hayden Meadows Dr",1,0,N/A
2020511,"May 29, 2021",Oregon,"Beaverton (Aloha)","2800 block of SW 214th Ave",0,0,N/A
2019650,"May 29, 2021",Oregon,Medford,"600 block of Crater Lake Ave",1,0,N/A
2020502,"May 29, 2021",Louisiana,Shreveport,"200 block of Wall St",0,1,N/A
2020453,"May 29, 2021",Missouri,Branson,"1800 block of 76 Country Blvd",2,0,N/A
2019247,"May 29, 2021",California,Chowchilla,"122 Trinity Ave",0,1,N/A
2019542,"May 29, 2021",Missouri,"Saint Louis","4400 block of Redbud Ave",1,0,N/A
2021242,"May 29, 2021",Louisiana,"New Orleans","2800 block of Castiglione St",0,1,N/A
2020422,"May 29, 2021",Kansas,Wichita,"2500 block of W 31st St S",0,1,N/A
2019566,"May 28, 2021",Missouri,"Cedar Hill","8000 block of Lake Dr",1,1,N/A
2019553,"May 28, 2021","New York",Buffalo,"300 block of Perry St",0,1,N/A
2018739,"May 28, 2021",California,"Santa Maria",US-101,1,0,N/A
2019536,"May 28, 2021",Minnesota,Minneapolis,"2600 block of W Broadway Ave",0,1,N/A
2019525,"May 28, 2021","New York",Brooklyn,"60 Porter Ave",1,0,N/A
2019531,"May 28, 2021","New Jersey",Newark,"164 N 13th St",0,1,N/A
2019503,"May 28, 2021",Colorado,Denver,"Pontiac St and E Lowry Blvd",1,0,N/A
2018700,"May 28, 2021","New York",Buffalo,"100 block of Bissell Ave",1,0,N/A
2019498,"May 28, 2021",Maryland,Baltimore,"1500 block of Leslie St",0,1,N/A
2021114,"May 28, 2021",Kentucky,"De Mossville","200 block of Straub Ln",2,0,N/A
2018681,"May 28, 2021","New York",Brooklyn,N/A,0,1,N/A
2019485,"May 28, 2021",Maryland,Baltimore,"1200 block of Hollins St",1,0,N/A
2019471,"May 28, 2021",Delaware,"Wilmington (Edgemoor)","Gordan Ave and Beeson Ave",0,1,N/A
2018603,"May 28, 2021",Virginia,Hampton,"200 block of W Chamberlin Ave",0,1,N/A
2019444,"May 28, 2021",Pennsylvania,Donora,"3rd St",1,0,N/A
2019351,"May 28, 2021",Virginia,Richmond,"1200 block of St John St",0,1,N/A
2020288,"May 28, 2021","New Jersey","Asbury Park","Ave A and Springwood Ave",0,1,N/A
2018361,"May 28, 2021","District of Columbia",Washington,"600 block of Upshur St NW",1,1,N/A
2018710,"May 28, 2021","New York",Poughkeepsie,"81 Washington St",1,0,N/A
2019439,"May 28, 2021",Louisiana,Crowley,"123 E 1st St",0,4,N/A
2018621,"May 28, 2021",Florida,Jacksonville,"10000 block of Moncrief-Dinsmore Rd",0,2,N/A
2018631,"May 28, 2021","West Virginia",Charleston,"1700 block of 7th Ave",0,1,N/A
2018616,"May 28, 2021",Illinois,Silvis,"1413 11th St",0,1,N/A
2019334,"May 28, 2021",Michigan,Detroit,"2500 block of Woodstock Dr",0,0,N/A
2018605,"May 28, 2021","New Mexico",Albuquerque,"8700 Spring Sage Ct SW",1,0,N/A
2019123,"May 28, 2021","South Carolina",Anderson,"3210 Keys St",1,0,N/A
2018275,"May 28, 2021",Arizona,Tempe,"2100 S Priest Dr",0,2,N/A
2019407,"May 28, 2021",Michigan,Stanwood,"170th Ave and 9 Mile Rd",0,0,N/A
2019300,"May 28, 2021",Tennessee,Memphis,"2818 Green Terrace Dr",1,0,N/A
2019309,"May 28, 2021",Tennessee,Chattanooga,"500 block of Roanoke Ave",0,1,N/A
2019336,"May 28, 2021",Tennessee,Chattanooga,"2400 block of Glass St",0,1,N/A
2018816,"May 28, 2021",Louisiana,"Gretna (Terrytown)","197 Westbank Expy",0,0,N/A
2018931,"May 28, 2021",Florida,Miami,"2022 NW 1st Ct",1,6,N/A
2019359,"May 28, 2021",California,Stockton,"N Yosemite St and W Magnolia St",0,1,N/A
2019040,"May 28, 2021","South Carolina","Myrtle Beach","34th Ave N and Kings Hwy",0,1,N/A
2019340,"May 28, 2021",Ohio,Columbus,"2683 Independence Village",0,2,N/A
2018580,"May 28, 2021",Minnesota,Minneapolis,N/A,0,1,N/A
2019326,"May 28, 2021",Ohio,Columbus,"1207 Briarwood Ave",0,1,N/A
2018155,"May 28, 2021",Michigan,Warren,"31500 block of Fairfield Dr",2,0,N/A
2021878,"May 28, 2021",Illinois,Rockford,"320 Kent St",0,0,N/A
2021864,"May 28, 2021",Illinois,Rockford,"400 block of Royal Ave",0,1,N/A
2021862,"May 28, 2021",Texas,Houston,"900 Milam St",1,0,N/A
2019272,"May 28, 2021",Minnesota,Minneapolis,N/A,0,1,N/A
2018568,"May 28, 2021",Indiana,Mishawaka,"4914 N Main St",0,1,N/A
2019270,"May 28, 2021",Minnesota,Minneapolis,N/A,0,1,N/A
2018849,"May 28, 2021",Texas,Houston,"2151 S Kirkwood Rd",1,1,N/A
2019338,"May 28, 2021",Illinois,Rockford,"2700 block of 19th St",1,0,N/A
2021026,"May 28, 2021",Illinois,Urbana,"1100 block of Colorado Dr",0,0,N/A
2018561,"May 28, 2021",Colorado,Denver,"1100 block of N Sherman St",1,0,N/A
2021848,"May 28, 2021",Illinois,Springfield,"900 block of S 13th St",0,1,N/A
2019245,"May 28, 2021",Wisconsin,Milwaukee,"800 block of W Atkinson Ave",0,1,N/A
2019145,"May 28, 2021","South Carolina",Longs,"Freemont Rd",0,1,N/A
2019237,"May 28, 2021",Ohio,Columbus,"3600 block of Allendale Dr",1,0,N/A
2019235,"May 28, 2021","North Carolina",Durham,"Berwyn Ave",0,1,N/A
2019227,"May 28, 2021",Ohio,Columbus,"S Warren Ave and Fremont St",0,1,N/A
2019222,"May 28, 2021",Mississippi,Vicksburg,"70 Old Mill Rd",0,0,N/A
2018522,"May 28, 2021",Wisconsin,Milwaukee,"2300 block of N 17th St",0,1,N/A
2018519,"May 28, 2021",Wisconsin,Milwaukee,"5400 block of N Milwaukee River Pkwy",0,1,N/A
2021752,"May 28, 2021",Maryland,Cumberland,"Grand View Terrace",0,0,N/A
2019508,"May 28, 2021",Maryland,"Fort Washington","10100 block of Old Fort Rd",1,0,N/A
2018833,"May 28, 2021",Illinois,Chicago,"4000 block of S Wabash Ave",0,1,N/A
2018504,"May 28, 2021",Illinois,Kankakee,N/A,0,0,N/A
2020062,"May 28, 2021",Florida,"Mount Dora","Grant Ave and Orange St",0,1,N/A
2019458,"May 28, 2021",Maryland,Frederick,"1000 block of N Market St",0,0,N/A
2018436,"May 28, 2021",Missouri,"Saint Louis","1200 block of Josephine Baker Ave",0,3,N/A
2020029,"May 28, 2021","District of Columbia",Washington,"N Capitol St NW and New York Ave NW",0,0,N/A
2020033,"May 28, 2021","District of Columbia",Washington,"50 block of N St NE",0,1,N/A
2020031,"May 28, 2021","District of Columbia",Washington,"20th St NE and I St NE",0,1,N/A
2020026,"May 28, 2021","District of Columbia",Washington,"4800 block of Benning Rd SE",0,1,N/A
2019101,"May 28, 2021",Illinois,Chicago,"I-94 and W 47th St",0,0,N/A
2019095,"May 28, 2021",Illinois,Carbondale,"700 block of S Marion St",1,0,N/A
2018445,"May 28, 2021","North Carolina",Asheville,"Atkinson St",0,1,N/A
2019082,"May 28, 2021",California,Fullerton,"3500 block of W Valencia Dr",1,1,N/A
2018399,"May 28, 2021","New York","New York (Manhattan)","618 Academy St",0,1,N/A
2019073,"May 28, 2021",Mississippi,Kosciusko,"201 MS-12",0,1,N/A
2018395,"May 28, 2021","New York",Bronx,"Buchanan Pl and Davidson Ave",0,1,N/A
2018378,"May 28, 2021",Texas,Lubbock,"5702 50th St",0,1,N/A
2020821,"May 28, 2021",Michigan,Flint,"1100 block of Mackin Rd",0,0,N/A
2019263,"May 28, 2021",California,"Long Beach","3617 S Santa Fe Ave",1,2,N/A
2018381,"May 28, 2021",Maryland,"Oxon Hill","Southern Ave SE and Southview Dr",0,2,N/A
2019998,"May 28, 2021",Michigan,"Bay City","600 block of 11th St",0,1,N/A
2019996,"May 28, 2021",Mississippi,Lucedale,"100 block of Roy Street Rd",1,0,N/A
2018369,"May 28, 2021","District of Columbia",Washington,"1900 block of 9th St NW",0,1,N/A
2018352,"May 28, 2021",California,Richmond,"4300 block of Wall Ave",1,0,N/A
2018810,"May 28, 2021",Arkansas,"Little Rock","2400 block of Marshall St",1,2,N/A
2019053,"May 28, 2021","New York",Syracuse,"Fitch St and Dudley St",0,0,N/A
2019051,"May 28, 2021",Georgia,Columbus,"2408 Fort Benning Rd",0,1,N/A
2018612,"May 28, 2021",Arkansas,"Little Rock","1000 block of College St",1,1,N/A
2018322,"May 28, 2021",Texas,"San Antonio","Judson Rd and Nacogdoches Rd",0,1,N/A
2019036,"May 28, 2021",Georgia,Jackson,"School St",1,1,N/A
2019034,"May 28, 2021",Georgia,Decatur,"I-20 and Wesley Chapel Rd",0,0,N/A
2019032,"May 28, 2021",Texas,Dallas,"300 block of Buttercup Ln",0,1,N/A
2019918,"May 28, 2021",California,"Long Beach","4900 block of Daisy Ave",0,0,N/A
2019913,"May 28, 2021",California,"Long Beach","2000 block of W Spring St",0,1,N/A
2018231,"May 28, 2021",Georgia,Atlanta,"Chamberlain St and William H Borders Sr Dr",1,1,N/A
2019025,"May 28, 2021",Georgia,Cordele,"E 20th Ave",0,1,N/A
2018280,"May 28, 2021",Georgia,"Valdosta (Remerton)","Myrtle St",2,0,N/A
2019022,"May 28, 2021",Texas,Abilene,"1000 block of Pinot Dr",0,1,N/A
2018901,"May 28, 2021",Florida,Jacksonville,"1400 block of W 15th St",1,0,N/A
2019013,"May 28, 2021",Texas,"San Antonio","8600 block of Spoonbill Ct",0,1,N/A
2018228,"May 28, 2021",Georgia,Atlanta,"320 Luckie St NW",0,2,N/A
2018200,"May 28, 2021",Texas,Houston,"5400 Werner St",0,0,N/A
2018204,"May 28, 2021",Texas,Houston,"Rusk St and Travis St",0,1,N/A
2019848,"May 28, 2021",Texas,Arlington,"700 block of Garden Shadow Ln",0,0,N/A
2018509,"May 28, 2021",Illinois,Chicago,"7834 S Ingleside",0,1,N/A
2018367,"May 28, 2021","New York","New York (Manhattan)","W 151st St and Macombs Pl",1,0,N/A
2018169,"May 28, 2021",Arizona,Glendale,"59th Ave and Glendale Ave",0,1,N/A
2019821,"May 28, 2021",Wisconsin,Milwaukee,"7800 block of W Fond Du Lac Ave",1,0,N/A
2018099,"May 28, 2021",Connecticut,"Windsor Locks","24 Lownds Dr",3,1,N/A
2018128,"May 28, 2021",Minnesota,Minneapolis,"1100 block of 24th Ave N",0,1,N/A
2018909,"May 28, 2021",Illinois,Chicago,"600 block of N Leamington Ave",0,1,N/A
2018896,"May 28, 2021",Illinois,Chicago,"7000 block of S Paxton Ave",0,1,N/A
2018898,"May 28, 2021",Florida,Jacksonville,"7800 block of Jones Rd",1,0,N/A
2018892,"May 28, 2021",Massachusetts,Brockton,"23 Ellsworth Ave",0,1,N/A
2018513,"May 28, 2021",Illinois,Chicago,"8300 S Stony Island Ave",1,0,N/A
2018873,"May 28, 2021",Florida,Gainesville,N/A,0,1,N/A
2019730,"May 28, 2021",Minnesota,Minneapolis,"1604 W Broadway Ave",0,1,N/A
2018093,"May 28, 2021",Illinois,Chicago,"3902 S Western Ave",0,2,N/A
2018860,"May 28, 2021",Texas,Houston,"6700 block of North Fwy Service Rd",1,0,N/A
2018846,"May 28, 2021",Florida,Pensacola,"Green St",0,2,N/A
2018844,"May 28, 2021",Oregon,Portland,"12000 block of SE Ash St",0,1,N/A
2018084,"May 28, 2021",Massachusetts,Boston,"Blue Hill Ave",0,1,N/A
2018096,"May 28, 2021",Florida,"Boca Raton","NW Fifth Ave and NW 22nd St",0,1,N/A
2018820,"May 28, 2021",Louisiana,"New Orleans",I-10,0,1,N/A
2018818,"May 28, 2021",Louisiana,"New Orleans","I-10 and Louisa St",0,1,N/A
2018212,"May 28, 2021",Massachusetts,Boston,"590 Park St",1,0,N/A
2018388,"May 28, 2021","New York",Brooklyn,"601 Van Siclen Ave",0,1,N/A
2018795,"May 28, 2021",Pennsylvania,Philadelphia,"800 block of E Allegheny Ave",1,0,N/A
2019153,"May 28, 2021",Louisiana,Hessmer,"3058 LA-114",0,1,N/A
2019601,"May 28, 2021",Oklahoma,Tulsa,"200 block of W 65th Pl N",0,0,N/A
2019596,"May 28, 2021",Missouri,"Saint Louis","3700 block of Nebraska Ave",0,1,N/A
2019577,"May 28, 2021",Missouri,Cassville,"FR 2140 and FR 1078",1,0,N/A
2018760,"May 28, 2021",Ohio,Youngstown,"1900 block of Victor Ave",0,1,N/A
2019592,"May 28, 2021",Nebraska,Omaha,"S 7th St and Leavenworth St",1,0,N/A
2019211,"May 28, 2021",Ohio,Columbus,"5891 Avery Woods Ave",0,1,N/A
2018749,"May 28, 2021",Ohio,Cincinnati,"100 block of E McMicken Ave",1,0,N/A
2018626,"May 28, 2021","West Virginia",Martinsburg,"191 Fairfax St",1,1,N/A
2018737,"May 28, 2021",Virginia,Charlottesville,"Elliewood Ave",0,0,N/A
2019617,"May 28, 2021",Utah,Magna,"8270 W Westbury Dr",1,0,N/A
2019573,"May 28, 2021",Missouri,"Saint Louis (University City)","7800 block of Olive Blvd",1,0,N/A
2018735,"May 28, 2021","New York",Rochester,"Glendale Park and Leavenworth St",0,1,N/A
2017928,"May 27, 2021",Ohio,"Cleveland (East Cleveland)","15237 Euclid Ave",0,0,N/A
2017884,"May 27, 2021",Louisiana,"Breaux Bridge","Hanks St and Dorset St",0,1,N/A
2017920,"May 27, 2021",Mississippi,Columbus,"800 block of 14th St N",0,1,N/A
