"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2017891,"May 25, 2021",Nebraska,Lincoln,"S 1st St and Rosa Parks Way",0,0,N/A
2016472,"May 25, 2021","South Carolina","Ridge Spring","4002 Columbia Hwy N",0,1,N/A
2017886,"May 25, 2021",Nebraska,Lincoln,"1800 block of Camden Pl",0,0,N/A
2015513,"May 25, 2021",Arkansas,Jacksonville,"207 S Hospital Blvd",0,0,N/A
2015509,"May 25, 2021",California,Bakersfield,"Union Ave and 4th St",0,0,N/A
2015265,"May 25, 2021",Texas,"San Antonio","231 Noblewood Dr",1,0,N/A
2016742,"May 25, 2021",Louisiana,"Gretna (Terrytown)","1645 Carol Sue Ave",1,0,N/A
2016693,"May 25, 2021","North Carolina","High Point","304 Ardale Dr",1,0,N/A
2015483,"May 25, 2021",California,Oroville,"Burlington Ave and Wyandotte Ave",1,0,N/A
2015481,"May 25, 2021","New York",Bronx,"Arthur Ave and E 178th St",1,0,N/A
2016715,"May 25, 2021","North Carolina","Winston Salem (Winston-salem)","30th St and Glenn Ave",0,0,N/A
2016580,"May 25, 2021",Virginia,Norfolk,"400 block of Mariners Way",0,1,N/A
2015454,"May 25, 2021",Virginia,Norfolk,"9200 block of Atwood Ave",0,1,N/A
2015678,"May 25, 2021","West Virginia",Rosedale,"349 Mount Run Road",2,0,N/A
2015149,"May 25, 2021",Kentucky,Lexington,"100 block of Delmont Dr",0,3,N/A
2016670,"May 25, 2021",California,Oxnard,"1200 block of S N St",0,1,N/A
2016646,"May 25, 2021",Kentucky,Louisville,"S 22nd St and Algonquin Pkwy",0,1,N/A
2015185,"May 25, 2021",Tennessee,Memphis,"N Graham St and Philwood Ave",0,1,N/A
2016634,"May 25, 2021",California,Lynwood,"10800 block of Atlantic Ave",1,0,N/A
2015638,"May 25, 2021",Mississippi,Jackson,"4125 Sunset Dr",0,1,N/A
2018686,"May 25, 2021","New Jersey","Mount Laurel (Mount Laurel Township)","100 block of Chaucer Rd",0,1,N/A
2015017,"May 25, 2021",Tennessee,Nashville,"Delta Ave and Cheatham Pl",0,0,N/A
2017764,"May 25, 2021",California,Ventura,"1000 block of S Seaward Ave",0,1,N/A
2015191,"May 25, 2021",Tennessee,"Johnson City","180 Marketplace Blvd",0,1,N/A
2015363,"May 25, 2021","New Jersey",Paterson,"210 Park Ave",0,0,N/A
2016589,"May 25, 2021",Utah,Ogden,"550 E Canfield Dr",0,0,N/A
2016603,"May 25, 2021",California,Bakersfield,"Cottonwood Rd and E Casa Loma Dr",0,1,N/A
2015232,"May 25, 2021",Louisiana,"New Orleans","Rosiere St and Castiglione St",0,1,N/A
2016585,"May 25, 2021",Illinois,Lansing,"2100 block of 177th St",1,0,N/A
2017736,"May 25, 2021",Kentucky,Paducah,"N 12th St",0,0,N/A
2015304,"May 25, 2021","North Carolina",Durham,"400 block of Reid Dr",0,1,N/A
2018636,"May 25, 2021",Virginia,Bedford,"500 block of Jeter St",0,0,N/A
2016956,"May 25, 2021",Hawaii,Keauhou,"Keauhou Kainaliu Beach Rd",1,0,N/A
2016491,"May 25, 2021",Mississippi,"Sidon (Rising Sun)","Champagne St",1,1,N/A
2016504,"May 25, 2021",Illinois,Chicago,"3000 block of N Clifton Ave",1,0,N/A
2016498,"May 25, 2021",Alabama,Birmingham,"1000 block of Florentine Cir",1,0,N/A
2015241,"May 25, 2021","North Carolina","Winston Salem (Winston-salem)","1000 block of E 15th St",0,1,N/A
2015879,"May 25, 2021",Indiana,Hammond,"Indianapolis Blvd and E 106th St",1,0,N/A
2016494,"May 25, 2021",Alabama,Odenville,"Ladonna Dr",1,0,N/A
2015240,"May 25, 2021","North Carolina",Asheboro,"1100 block of Hoover Hill Rd",0,0,N/A
2015230,"May 25, 2021",Illinois,Danville,"Moore St and E Fairchild St",0,1,N/A
2015228,"May 25, 2021",Illinois,Danville,"100 block of S Danville St",0,1,N/A
2015062,"May 25, 2021",Virginia,Roanoke,"802 Hunt Ave NW",0,1,N/A
2017645,"May 25, 2021","New York","New York (Manhattan)","W 103rd St and Broadway",0,0,N/A
2015198,"May 25, 2021","North Carolina",Charlotte,"I-485 and Providence Rd",0,0,N/A
2016451,"May 25, 2021",Iowa,Davenport,"700 block of E 14th St",0,0,N/A
2016079,"May 25, 2021",Michigan,Kalamazoo,"S Westnedge Ave and W Maple St",0,1,N/A
2016812,"May 25, 2021",Texas,"Wichita Falls","Avenue E and Kemp Blvd",0,1,N/A
2015390,"May 25, 2021",Nevada,"Las Vegas","W Owens Ave and H St",1,0,N/A
2015137,"May 25, 2021",Texas,"Wichita Falls","1301 Martin Luther King Jr Blvd",0,0,N/A
2014921,"May 25, 2021",Georgia,Atlanta,"265 Peachtree St NE",0,1,N/A
2017551,"May 25, 2021",California,Thermal,"Ave 69 and Pierce St",0,2,N/A
2016382,"May 25, 2021",Maryland,Baltimore,"3200 block of Belair Rd",0,1,N/A
2016346,"May 25, 2021",Iowa,Waterloo,"Edwards St and Utica St",0,0,N/A
2016338,"May 25, 2021",Michigan,Detroit,"I-94 and Connor St",0,0,N/A
2015110,"May 25, 2021","North Carolina",Asheville,"Sand Hill Rd",0,0,N/A
2016336,"May 25, 2021",Georgia,Macon,"3945 Pio Nono Ave",0,0,N/A
2015108,"May 25, 2021","South Carolina",Greenville,"Judson Rd",0,1,N/A
2016305,"May 25, 2021",Delaware,"New Castle","50 block of Meehan Ave",1,0,N/A
2016263,"May 25, 2021",Maryland,Hyattsville,"2200 block of Phelps Rd",0,1,N/A
2016223,"May 25, 2021",Iowa,Waterboro,"US Hwy 63",0,2,N/A
2016255,"May 25, 2021","District of Columbia",Washington,"1300 block of 1st St SW",0,0,N/A
2015094,"May 25, 2021",Minnesota,Minneapolis,"3100 block of James Ave N",0,1,N/A
2015092,"May 25, 2021","South Carolina",Charleston,"1840 Carriage Ln",0,1,N/A
2016949,"May 25, 2021",Alaska,"Holy Cross",N/A,2,0,N/A
2016230,"May 25, 2021",Michigan,Ecorse,"Hyacinthe St and 9th St",0,1,N/A
2015079,"May 25, 2021","New York",Bronx,"1410 Webster Ave",0,1,N/A
2015113,"May 25, 2021",Tennessee,Memphis,"W Mallory Ave and Riverport Rd",0,1,N/A
2016210,"May 25, 2021",Michigan,Detroit,"19600 block of Riverview St",0,1,N/A
2016187,"May 25, 2021",Michigan,Detroit,"18000 block of Joann Ave",0,2,N/A
2016195,"May 25, 2021",Massachusetts,"New Bedford","Chancery St and Emerson St",0,1,N/A
2016069,"May 25, 2021",Michigan,Detroit,"8500 block of Strathmoor St",1,2,N/A
2016125,"May 25, 2021",Michigan,Flint,"1670 Dupont St",0,2,N/A
2016149,"May 25, 2021",Michigan,"Ypsilanti (Superior Twp)","9100 block of Macarthur Blvd",0,1,N/A
2015016,"May 25, 2021",California,Fresno,"Dakota Ave",0,0,N/A
2015012,"May 25, 2021",Tennessee,Smyrna,"301 Red Hawk Pkwy",0,0,N/A
2016117,"May 25, 2021",Michigan,Saginaw,"1900 block of N Carolina St",0,1,N/A
2016101,"May 25, 2021",Illinois,Macomb,N/A,0,0,N/A
2016091,"May 25, 2021",Florida,Orlando,"2828 N Pine Hills Rd",1,0,N/A
2016093,"May 25, 2021",Missouri,"Saint Louis","Labadie Ave and Goodfellow Blvd",0,1,N/A
2016089,"May 25, 2021",Missouri,"Saint Louis","McLaran Ave and Goodfellow Blvd",0,1,N/A
2014924,"May 25, 2021",Michigan,Inkster,"3826 Inkster Rd",1,1,N/A
2015330,"May 25, 2021",Kansas,"Kansas City","S 29th St and Strong Ave",1,1,N/A
2015298,"May 25, 2021",Kansas,Lenexa,"8015 Lenexa Dr",1,0,N/A
2014965,"May 25, 2021",Georgia,Atlanta,"400 block of Edgewood Ave",0,1,N/A
2016017,"May 25, 2021",Connecticut,"New London","Cleveland St",0,0,N/A
2018406,"May 25, 2021",Texas,Laredo,"5700 block of San Bernardo Ave",0,0,N/A
2016307,"May 25, 2021",Maryland,Denton,"400 block of High St",0,1,N/A
2017312,"May 25, 2021",Minnesota,Minneapolis,"S 5th Ave and E 29th St",0,1,N/A
2015275,"May 25, 2021",Illinois,Chicago,"1535 E 75th Pl",0,1,N/A
2015271,"May 25, 2021",Illinois,Chicago,"4319 S Hermitage Ave",0,1,N/A
2020820,"May 25, 2021",Texas,"Del Rio","3140 State Loop 239",0,0,N/A
2015284,"May 25, 2021",Illinois,Chicago,"1104 W 81st St",0,1,N/A
2016001,"May 25, 2021",Florida,Miami,"NW 8th Ave and NW 104th St",0,2,N/A
2015998,"May 25, 2021",Florida,Miami,"7800 Block of NW 27th Ave",0,1,N/A
2015996,"May 25, 2021",Illinois,Chicago,"5100 block of W North Ave",0,1,N/A
2015972,"May 25, 2021",Illinois,Chicago,"7800 block of S State St",0,1,N/A
2015966,"May 25, 2021",Indiana,"Fort Wayne","2700 block of Alexander St",0,1,N/A
2014910,"May 25, 2021",Illinois,Chicago,N/A,0,1,N/A
2015930,"May 25, 2021",Florida,"Sumter (county)",N/A,0,0,N/A
2014866,"May 25, 2021",Illinois,Chicago,"4702 W Arthington St",1,1,N/A
2014886,"May 25, 2021",Minnesota,"Le Sauk Twp","32000 block of River Oaks Ln",0,1,N/A
2015900,"May 25, 2021",Louisiana,Rayne,"Lyman Ave and W Jeff Davis Ave",0,0,N/A
2015894,"May 25, 2021",Louisiana,Franklin,"W 3rd St and Iberia St",1,0,N/A
2015884,"May 25, 2021",Florida,Palatka,"N 16th St",1,0,N/A
2014888,"May 25, 2021",Illinois,Chicago,N/A,1,0,N/A
2015864,"May 25, 2021",Alabama,Enterprise,"100 block of Lagoon Dr",1,0,N/A
2015862,"May 25, 2021",Illinois,Chicago,"300 block of E 131st Pl",0,1,N/A
2014809,"May 25, 2021",Minnesota,Minneapolis,"3800 block of Elliot Ave S",0,1,N/A
2017217,"May 25, 2021",Utah,Ogden,"9th St and Henderson Dr",0,0,N/A
2015833,"May 25, 2021",Alabama,Montgomery,"3000 block of Fairwest Pl",1,0,N/A
2016651,"May 25, 2021",Texas,West,"199 Thelma Ln",2,0,N/A
2017135,"May 25, 2021",Texas,"San Antonio","7200 block of Hardesty",0,1,N/A
2015819,"May 25, 2021",Florida,"Fort Myers","Cranford Ave and Lime St",0,0,N/A
2015518,"May 25, 2021",Texas,"Missouri City","16502 Quail Prairie Dr",1,0,N/A
2015202,"May 25, 2021",Louisiana,"Baton Rouge","6875 Siegen Ln",1,1,N/A
2015573,"May 25, 2021",Texas,Houston,"9502 Woodfair Dr",1,0,N/A
2018234,"May 25, 2021","New York","Niagara Falls","1700 block of Walnut Ave",0,0,N/A
2014972,"May 25, 2021",Georgia,Conyers,"Salem Rd and Golfview Dr",1,0,N/A
2015790,"May 25, 2021",Wisconsin,Milwaukee,"N 49th St and W Locust St",0,1,N/A
2015792,"May 25, 2021",Wisconsin,Milwaukee,"N 76th St and W Calumet Rd",0,1,N/A
2017121,"May 25, 2021",Texas,Huntsville,"1312 Smither Dr",0,0,N/A
2015782,"May 25, 2021",Wisconsin,Franklin,"10741 S 27th St",0,0,N/A
2017107,"May 25, 2021",Texas,Lufkin,"600 block of Lynn Ave",0,1,N/A
2017103,"May 25, 2021",Arkansas,Texarkana,"4303 County Ave",1,0,N/A
2017096,"May 25, 2021",Texas,Abilene,"2900 block of Wenwood Rd",0,0,N/A
2015751,"May 25, 2021",Florida,"West Palm Beach","3901 36th Ct",2,0,N/A
2016144,"May 25, 2021",Oklahoma,Lawton,"402 SE Interstate Dr",0,0,N/A
2014767,"May 25, 2021",Florida,Jacksonville,"10100 Pontiac Dr",0,1,N/A
2017047,"May 25, 2021",Connecticut,Wolcott,"1100 block of Wolcott Rd",0,0,N/A
2014741,"May 25, 2021",Wisconsin,Waukesha,"N University Dr and Northview Rd",0,0,N/A
2015726,"May 25, 2021","New York",Bronx,"Sedgwick Ave and W 229th St",0,1,N/A
2015723,"May 25, 2021","New York",Bronx,"Story Ave and Rosedale Ave",0,1,N/A
2018104,"May 25, 2021",Florida,Okeechobee,N/A,0,1,N/A
2015720,"May 25, 2021","New York",Bronx,"Home St and Fox St",0,2,N/A
2020513,"May 25, 2021",Oregon,Madras,"800 block of SW Third St",0,0,N/A
2015715,"May 25, 2021","New York",Rochester,"270 Merrimac St",0,1,N/A
2018078,"May 25, 2021","South Carolina",Sumter,"4200 block of Hickory Rd",1,0,N/A
2016924,"May 25, 2021",Hawaii,Honolulu,"Hikana Ln",0,1,N/A
2016921,"May 25, 2021","New Jersey",Newark,"77 Pennsylvania Ave",0,0,N/A
2016917,"May 25, 2021",Texas,"San Antonio","Saints Haven and Saints Arc Dr",1,0,N/A
2015672,"May 25, 2021",Pennsylvania,Chester,"900 block of Upland St",1,0,N/A
2015670,"May 25, 2021",Pennsylvania,Williamsport,"762 W 4th St",0,1,N/A
2015653,"May 25, 2021",Pennsylvania,"West Mifflin","Midway Dr",0,1,N/A
2015676,"May 25, 2021",Pennsylvania,York,"500 block of McKenzie St",1,0,N/A
2018033,"May 25, 2021",Ohio,Akron,"357 W Turkeyfoot Lake Rd",0,0,N/A
2016862,"May 25, 2021",Pennsylvania,Philadelphia,"3800 block of N 6th St",0,1,N/A
2015668,"May 25, 2021",Pennsylvania,Philadelphia,"3900 block of Poplar St",1,0,N/A
2015655,"May 25, 2021",Pennsylvania,Aliquippa,"200 Superior Ave",0,1,N/A
2018778,"May 25, 2021",Ohio,Toledo,"1900 block of Berkshire Pl",0,0,N/A
2018776,"May 25, 2021",Ohio,Warren,"1500 block of Homewood Ave SE",0,0,N/A
2016899,"May 25, 2021",Pennsylvania,Carmichaels,"76 Rt 88 Mobile Park",0,0,N/A
2020461,"May 25, 2021",California,"San Francisco","Ingalls St and Carroll Ave",0,1,N/A
2016882,"May 25, 2021",Kentucky,Louisville,"W Broadway and S 42nd St",0,1,N/A
2015234,"May 25, 2021",Kentucky,Louisville,"1200 block of S 41st St",1,0,N/A
2015663,"May 25, 2021",Pennsylvania,Philadelphia,"2500 block of N Sydenham St",1,0,N/A
2021269,"May 25, 2021",Arkansas,"El Dorado","900 block of Norsworthy St",1,1,N/A
2017977,"May 25, 2021",California,Victorville,"14200 block of Hesperia Rd",0,0,N/A
2016832,"May 25, 2021",Texas,Dallas,"116 N Jim Miller Rd",1,0,N/A
2015626,"May 25, 2021",Colorado,"Colorado Springs","Lakewood Cir and Airport Rd",0,1,N/A
2015096,"May 25, 2021",Tennessee,Jackson,"216 Roosevelt Pkwy",0,1,N/A
2015598,"May 25, 2021",Minnesota,Minneapolis,"3333 Penn Ave N",0,1,N/A
2016819,"May 25, 2021",Ohio,Toledo,"1540 Broadway St",0,0,N/A
2015591,"May 25, 2021",Minnesota,Minneapolis,"11th Ave S and E 25th St",0,1,N/A
2015588,"May 25, 2021",Alabama,Bessemer,"Academy Dr",0,1,N/A
2016631,"May 25, 2021",Tennessee,Nashville,"I-24 and US-41",0,0,N/A
2017945,"May 25, 2021",Missouri,"Saint Louis","10 Spruce St",0,0,N/A
2015579,"May 24, 2021",Oklahoma,Tulsa,"715 N 96th E Pl",0,1,N/A
2013920,"May 24, 2021",Oklahoma,Tulsa,"4900 block of S Olympia Ave",1,0,N/A
2014451,"May 24, 2021",Texas,Houston,"1100 block of Carroll Oliver Way",0,2,N/A
2015486,"May 24, 2021",Missouri,Mexico,"1000 block of W Breckenridge St",0,1,N/A
2015548,"May 24, 2021",Ohio,Akron,"2200 block of 24th St SW",1,0,N/A
2015557,"May 24, 2021",Wyoming,Evansville,"E Yellowstone Hwy and Curtis St",0,1,N/A
2014432,"May 24, 2021",Texas,Houston,"5300 block of Aldine Bender Rd",0,1,N/A
2014677,"May 24, 2021",Massachusetts,Boston,"348 Bowdoin St",0,1,N/A
2015526,"May 24, 2021",Ohio,Columbus,"339 Wespot Dr",0,2,N/A
2014407,"May 24, 2021",Maryland,"District Heights","6200 block of Surrey Square Ln",0,1,N/A
2014404,"May 24, 2021",Maryland,Hyattsville,"6700 block of Newport Rd",0,1,N/A
2014245,"May 24, 2021","District of Columbia",Washington,"2900 block of Knox Pl SE",0,1,N/A
2014399,"May 24, 2021",California,Oakland,"400 block of 8th St",1,0,N/A
2014396,"May 24, 2021",California,Concord,"1 Sunvalley Mall Rd",0,1,N/A
2016761,"May 24, 2021","North Carolina",Ayden,"McKinley St and Pitt St",0,0,N/A
2014439,"May 24, 2021",Ohio,Cincinnati,"7700 block of Montgomery Rd",1,0,N/A
2015170,"May 24, 2021",Texas,"San Antonio","7511 Harlow Dr",1,0,N/A
2015498,"May 24, 2021",Arkansas,"Hot Springs National Park (Hot Springs)","1034 3rd St",1,0,N/A
2014292,"May 24, 2021",Hawaii,"Waianae (Nanakuli)","Hakimo Rd and Paakea Rd",1,0,N/A
2015495,"May 24, 2021",Texas,"San Antonio","1900 block of Lennon Ave",0,0,N/A
2014375,"May 24, 2021",Ohio,Columbus,"Miller Ave and E Main St",0,1,N/A
2017861,"May 24, 2021","New York","Westbury (New Cassel)","Park Ave",0,0,N/A
2014361,"May 24, 2021",California,Avenal,"CA-33 and Devils Den Rd",1,0,N/A
2015432,"May 24, 2021",California,"Los Angeles","300 block of W 1st St",1,0,N/A
2015425,"May 24, 2021",Texas,Burkburnett,"200 block of E 6th St",0,0,N/A
2015416,"May 24, 2021",Utah,"Salt Lake City (West Valley City)",N/A,0,0,N/A
2016482,"May 24, 2021",Tennessee,Memphis,"Warford St and Jackson Ave",0,0,N/A
2014319,"May 24, 2021",Virginia,Richmond,"E Broad Rock Rd",0,1,N/A
2016629,"May 24, 2021",Mississippi,Meridian,"1900 block of 26th Ave",0,0,N/A
2014305,"May 24, 2021",Kentucky,Louisville,"3036 Wilson Ave",1,0,N/A
2013570,"May 24, 2021",Illinois,Chicago,"2100 block of N Laramie Ave",1,1,N/A
2015290,"May 24, 2021",Kansas,Wichita,"2303 N Somerset St",1,0,N/A
2016569,"May 24, 2021",Illinois,Aurora,"400 block of S Spencer St",1,0,N/A
2015306,"May 24, 2021",Louisiana,"New Orleans","1400 block of Tricou St",1,0,N/A
2014265,"May 24, 2021",Alabama,Birmingham,"300 block of 3rd St",0,1,N/A
2014019,"May 24, 2021",Illinois,Aurora,"800 block of N Lake St",0,1,N/A
2014248,"May 24, 2021","New York",Elmira,"W Henry St",0,1,N/A
2016537,"May 24, 2021",Iowa,"Fort Madison","3709 Ave L",0,1,N/A
2017706,"May 24, 2021",Virginia,"Newport News","800 block of Dana Rae Ct",0,1,N/A
2014250,"May 24, 2021",Tennessee,Memphis,"Kirby Pkwy and Mount Moriah Rd Extended",0,1,N/A
2014377,"May 24, 2021",Kentucky,Owensboro,"3220 W Parrish Ave",0,0,N/A
2015245,"May 24, 2021",Illinois,Kankakee,"700 block of N Park Ave",1,0,N/A
2014234,"May 24, 2021","New York",Albany,"Clinton Ave and Lexington Ave",0,1,N/A
2019419,"May 24, 2021",Michigan,Dearborn,"3300 block of Dallas St",0,0,N/A
2014354,"May 24, 2021",Illinois,Chicago,"4745 W 64th St",0,1,N/A
2015236,"May 24, 2021","North Carolina",Graham,"700 block of Ivey Rd",0,1,N/A
2015020,"May 24, 2021",Tennessee,Madison,"Gallatin Pike N and Dupont Ave",0,2,N/A
2015216,"May 24, 2021",Illinois,Rockford,"900 block of Acorn St",0,1,N/A
2014169,"May 24, 2021","North Carolina","Winston Salem (Winston-salem)","100 N Martin Luther King Jr Dr",0,1,N/A
2014135,"May 24, 2021","North Carolina",Charlotte,"300 Block of Charger Ct",1,0,N/A
2014970,"May 24, 2021",Michigan,"Bay City","603 Garfield Ave",1,0,N/A
2014195,"May 24, 2021",Illinois,Rockford,"201 W State St",0,0,N/A
2014181,"May 24, 2021","New York",Bronx,"Mount Topping Pkwy and Eden Ave",0,1,N/A
2014173,"May 24, 2021","New York","New York (Manhattan)","135 W 143rd St",0,1,N/A
2015174,"May 24, 2021",Texas,"San Antonio","1514 Upland Rd",1,0,N/A
2014068,"May 24, 2021","North Carolina",Asheville,"Livingston St",0,0,N/A
2014158,"May 24, 2021","New York",Bronx,"Beekman Ave and St Mary's St",0,1,N/A
2013965,"May 24, 2021",Michigan,Detroit,"Tireman Ave and American St",1,1,N/A
2015161,"May 24, 2021",Texas,Dallas,"8900 block of Senate St",0,1,N/A
2014329,"May 24, 2021",Kentucky,Louisville,"5000 block of Yew Ln",1,0,N/A
2014132,"May 24, 2021","North Carolina","Connelly Springs","NC-18 and Camp Meeting Rd",0,1,N/A
2015154,"May 24, 2021",Tennessee,Nashville,"Leawood Ave",0,0,N/A
2013974,"May 24, 2021",Illinois,"Villa Park","200 block of E Kenilworth",1,0,N/A
2015151,"May 24, 2021",Kentucky,Mayfield,"N 17th St",0,0,N/A
2015144,"May 24, 2021",Arkansas,"Little Rock",N/A,0,2,N/A
2014122,"May 24, 2021",Tennessee,Clinton,"630 Clinch Ave",0,1,N/A
2014094,"May 24, 2021",Kentucky,Lexington,"Whispering Hills Dr",0,1,N/A
2014671,"May 24, 2021",Massachusetts,Boston,"917 Blue Hill Ave",1,0,N/A
2014081,"May 24, 2021",Missouri,"Saint Louis","5900 block of Enright Ave",1,0,N/A
2015111,"May 24, 2021","South Carolina","Honea Path","Orr Ashley Rd",0,1,N/A
2015106,"May 24, 2021",Maryland,Baltimore,"800 block of Belgin Ave",0,1,N/A
2014343,"May 24, 2021",Michigan,Inkster,"27000 block of Rosewood St",2,2,N/A
2015100,"May 24, 2021","South Carolina",Greenwood,"1604 SC-72",0,0,N/A
2014962,"May 24, 2021",Michigan,Detroit,"Hamilton Ave and Burlingame St",1,0,N/A
2015098,"May 24, 2021",Maryland,Reisterstown,"12000 block of Reisterstown Rd",0,1,N/A
2016267,"May 24, 2021",Georgia,Albany,"Wadkins Ave",0,1,N/A
2014066,"May 24, 2021","South Carolina","Easley (Powdersville)","Circle Rd",0,1,N/A
2015086,"May 24, 2021","South Carolina",Charleston,"America St",1,1,N/A
2015075,"May 24, 2021",Delaware,Wilmington,"201 S Heald St",0,1,N/A
2016215,"May 24, 2021","New Mexico","Santa Fe","Agua Fria St and San Ysidro Ct",0,0,N/A
2014242,"May 24, 2021","District of Columbia",Washington,"1300 block of Alabama Ave SE",1,0,N/A
2014022,"May 24, 2021",Kansas,"Overland Park","8654 W 85th St",1,0,N/A
2015059,"May 24, 2021",California,Salinas,N/A,0,0,N/A
2014043,"May 24, 2021","New York",Rochester,"900 block of S Clinton Ave",0,1,N/A
2014657,"May 24, 2021",Virginia,Richmond,"1400 block of St James St",0,1,N/A
2014963,"May 24, 2021",Michigan,"Muskegon (Muskegon Heights)","2600 block of Riordan St",1,0,N/A
2015033,"May 24, 2021",Tennessee,Chattanooga,"2300 block of Milne St",0,1,N/A
2014183,"May 24, 2021","North Carolina",Reidsville,"US-29 and Barnes St",2,1,N/A
2016151,"May 24, 2021","Rhode Island",Woonsocket,"Dean St",0,0,N/A
2016128,"May 24, 2021","Rhode Island",Woonsocket,"Wood Ave",0,0,N/A
2013987,"May 24, 2021",Nebraska,Omaha,"S 96th St and F St",0,1,N/A
2015514,"May 24, 2021",Ohio,Toledo,"702 Bush St",0,1,N/A
2015007,"May 24, 2021","New York",Coxsackie,N/A,0,0,N/A
2013971,"May 24, 2021",Massachusetts,Springfield,"400 block of Armory St",0,1,N/A
2013969,"May 24, 2021",Michigan,Detroit,"9000 block of Auburn St",0,1,N/A
2013967,"May 24, 2021",Michigan,Detroit,"8200 block of Piedmont St",0,1,N/A
2013963,"May 24, 2021",Michigan,Detroit,"13600 block of Greenview Ave",0,1,N/A
2014984,"May 24, 2021","South Carolina",Aiken,"1337 Hampton Ave NW",0,2,N/A
2013950,"May 24, 2021",Massachusetts,Watertown,"100 block of Phillip Darch Rd",0,0,N/A
2014968,"May 24, 2021",Michigan,Muskegon,"300 block of Getty St",0,1,N/A
2015277,"May 24, 2021",Kansas,"Garden City","1200 block of N 9th St",1,0,N/A
2013524,"May 24, 2021",Indiana,Indianapolis,"501 W Washington St",2,1,N/A
2014927,"May 24, 2021",Georgia,Tucker,"2000 Northlake Pkwy",1,0,N/A
2014939,"May 24, 2021",Michigan,Detroit,"Hubbell Ave and Wadsworth Ave",0,1,N/A
2014496,"May 24, 2021",Minnesota,Minneapolis,"2835 Clinton Ave",0,1,N/A
2014937,"May 24, 2021",California,Oakland,"8700 block of E St",1,0,N/A
2013896,"May 24, 2021",Michigan,Flint,"700 block of Campbell St",1,0,N/A
2014917,"May 24, 2021",Georgia,Athens,"Bedgood Rd",0,0,N/A
2014915,"May 24, 2021",Illinois,Chicago,"2200 block of S Keeler Ave",0,1,N/A
2013892,"May 24, 2021",Michigan,Milford,"800 block of E Commerce St",0,1,N/A
2014913,"May 24, 2021",Illinois,Chicago,"4300 block of W Monroe St",0,1,N/A
2017296,"May 24, 2021",Indiana,Mishawaka,"6501 Grape Rd",0,0,N/A
2014024,"May 24, 2021",Minnesota,Minneapolis,"2210 N Oliver Ave",0,0,N/A
2014878,"May 24, 2021",Illinois,Chicago,"8237 S Houston Ave",0,2,N/A
2013882,"May 24, 2021","South Carolina",Ridgeland,"51 Riverwalk Blvd",0,1,N/A
2014899,"May 24, 2021",Illinois,Chicago,"500 block of S Oakley Blvd",1,1,N/A
2015897,"May 24, 2021",Florida,Palatka,"N 11th St",1,0,N/A
2014894,"May 24, 2021",Florida,Sarasota,"7150 N Tamiami Trail",0,1,N/A
2013877,"May 24, 2021",California,Oakland,"400 block of Santa Clara Ave",0,1,N/A
2014882,"May 24, 2021",Illinois,Chicago,"8119 S Vernon Ave",0,1,N/A
2015854,"May 24, 2021",Florida,"Pomona Park","Keown Ave",1,0,N/A
2013547,"May 24, 2021",Georgia,Atlanta,"100 block of Moury Ave",0,3,N/A
2014834,"May 24, 2021",Arkansas,"Little Rock","800 block of S Shackleford Rd",0,0,N/A
2017146,"May 24, 2021",Texas,"San Antonio","6700 block of S Flores St",0,1,N/A
2015458,"May 24, 2021",Texas,Marshall,"1400 Julie St",1,0,N/A
2014825,"May 24, 2021",Louisiana,"Baton Rouge","College St and Jefferson Hwy",0,1,N/A
2018998,"May 24, 2021",Kentucky,"Smiths Grove","18910 Louisville Rd",0,0,N/A
2013803,"May 24, 2021",Louisiana,"New Orleans","1200 block of N Claiborne Ave",1,0,N/A
2014823,"May 24, 2021",Texas,Dallas,"9900 block of Northwest Hwy",0,0,N/A
2013797,"May 24, 2021",Georgia,"Warner Robins","699 N Davis Dr",0,1,N/A
2014815,"May 24, 2021",Florida,"Miami Gardens","NW 27th Ave and NW 155th St",0,1,N/A
2014817,"May 24, 2021",Texas,"Fort Worth","2416 NE 28th St",1,0,N/A
2014801,"May 24, 2021",Florida,Hialeah,"360 W 29th St",1,0,N/A
2017116,"May 24, 2021",Texas,Huntsville,"145 Essex Blvd",0,2,N/A
2017111,"May 24, 2021",Wisconsin,"Milwaukee (Brown Deer)","8100 block of N 45th St",0,1,N/A
2018904,"May 24, 2021",Pennsylvania,Philadelphia,"1500 block of Pratt St",0,1,N/A
2014798,"May 24, 2021",Arkansas,"Fort Smith","5221 Johnson St",0,1,N/A
2021483,"May 24, 2021",Pennsylvania,Philadelphia,"300 block of W Albanus St",0,1,N/A
2014307,"May 24, 2021",Indiana,Indianapolis,"10300 block of Governours Ln",1,0,N/A
2021481,"May 24, 2021",Pennsylvania,Philadelphia,"S 52nd St and Chestnut St",0,1,N/A
2021479,"May 24, 2021",Pennsylvania,Philadelphia,"3100 block of Jasper St",0,1,N/A
2013776,"May 24, 2021",Louisiana,"New Orleans","12000 block of N I-10 Service Rd",0,1,N/A
2015762,"May 24, 2021",Arizona,Phoenix,"14000 N Scottsdale Rd",0,1,N/A
2014776,"May 24, 2021",Florida,Jacksonville,"University Club Blvd and Fort Caroline Rd",0,1,N/A
